Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Fairlie Aws,37255,H40075,-44.03774,170.77051,403,H,Metservice
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Combined Daily Data at 9am local ("Form 301" Extended)
(Note the max temperature, rainfall and radiation have been put back a day as is standard for a Form 301.
Also note that non standard row charges apply. For details search the help on "f301").
Station,Day(Local_Date),WDir(Deg),WSpd(m/s),GustDir(Deg),GustSpd(m/s),WindRun(Km),Rain(mm),Tdry(C),TWet(C),RH(%),Tmax(C),Tmin(C),Tgmin(C),ET05(C),ET10(C),ET20(C),ET30(C),ET100(C),Pmsl(hPa),Pstn(hPa),Sun(Hrs),Rad(MJ/m2),WD_Rel,WS_Rel,WindRun_Rel,Rain_Rel,Tdry_Rel,Twet_Rel,Tmax_Rel,Tmin_Rel,Tgmin_Rel,ET05_Rel,ET10_Rel,ET20_Rel,ET30_Rel,ET100_Rel,Pmsl_Rel,Pstn_Rel,Sun_Rel,Rad_Rel
Fairlie Aws,20181210:0000,138,2.9,143,7.2,201,1.0,9.9,9.3,91.7,10.8,9.8,-,-,-,-,-,-,1019.6,972.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20181211:0000,253,0.6,134,3.6,164,8.4,9.9,8.7,84.4,12.4,8.2,-,-,-,-,-,-,1013.9,966.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20181212:0000,154,2.9,152,8.2,306,2.4,11.3,10.9,94.3,14.2,9.8,-,-,-,-,-,-,1013.7,966.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20181213:0000,162,2.5,127,6.2,200,1.6,10.8,10.3,93.1,14.4,10.3,-,-,-,-,-,-,1018.4,971.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20181214:0000,36,1.1,132,7.7,195,0.0,14.4,12.2,75.5,19.4,10.8,-,-,-,-,-,-,1018.9,972.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20181215:0000,109,2.0,125,6.2,163,0.2,13.6,12.9,91.8,18.3,13.6,-,-,-,-,-,-,1023.2,976.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20181216:0000,46,0.9,125,5.1,161,0.4,13.5,12.5,88.3,16.5,12.3,-,-,-,-,-,-,1026.6,979.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20181217:0000,144,1.0,268,10.8,235,0.0,14.4,13.3,87.7,26.9,11.5,-,-,-,-,-,-,1021.5,974.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20181218:0000,36,2.0,94,13.9,252,7.6,17.0,12.7,58.0,26.1,14.5,-,-,-,-,-,-,1005.0,959.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20181219:0000,145,3.5,129,9.3,301,13.4,10.1,9.6,93.0,10.1,9.8,-,-,-,-,-,-,1009.0,961.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20181220:0000,141,1.0,111,7.2,193,0.0,8.4,7.1,81.5,11.2,6.9,-,-,-,-,-,-,1007.8,960.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20181221:0000,235,1.1,130,8.2,192,7.2,9.9,8.9,86.2,14.9,6.9,-,-,-,-,-,-,1000.6,953.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20181222:0000,297,2.3,165,14.9,218,8.8,13.2,10.1,64.6,17.1,7.6,-,-,-,-,-,-,1002.1,955.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20181223:0000,226,0.7,130,6.7,179,0.2,8.6,6.9,76.4,12.0,6.5,-,-,-,-,-,-,1016.8,969.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20181224:0000,267,1.2,169,6.7,201,0.0,12.0,9.9,74.4,20.9,6.0,-,-,-,-,-,-,1017.9,970.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20181225:0000,116,0.6,115,5.1,210,4.8,15.8,13.0,71.3,22.5,9.7,-,-,-,-,-,-,1012.1,965.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20181226:0000,144,3.7,106,8.8,190,3.6,10.3,9.8,93.0,11.5,10.1,-,-,-,-,-,-,1012.2,965.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20181227:0000,275,1.2,123,9.8,221,0.6,10.6,9.3,83.5,16.7,8.9,-,-,-,-,-,-,1016.9,969.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20181228:0000,95,1.8,129,5.7,169,0.0,11.5,10.0,81.9,19.6,10.1,-,-,-,-,-,-,1020.8,973.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20181229:0000,259,1.9,200,6.2,226,0.0,16.9,13.6,67.2,26.9,11.5,-,-,-,-,-,-,1017.7,971.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20181230:0000,261,4.5,291,16.5,290,0.0,25.4,17.0,39.2,28.5,17.0,-,-,-,-,-,-,1009.4,964.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20181231:0000,189,1.2,120,10.3,188,0.4,14.4,12.9,83.3,21.8,13.0,-,-,-,-,-,-,1014.2,967.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190101:0000,118,0.8,273,13.9,206,0.0,14.6,12.7,79.0,24.4,12.6,-,-,-,-,-,-,1013.1,966.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190102:0000,212,3.0,305,15.4,264,0.0,23.0,17.4,54.7,28.6,14.7,-,-,-,-,-,-,1001.6,956.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190103:0000,131,2.4,106,16.5,306,0.0,21.4,14.9,45.7,25.4,10.8,-,-,-,-,-,-,1001.0,956.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190104:0000,96,1.2,129,9.8,235,0.0,16.8,13.1,63.3,20.3,8.6,-,-,-,-,-,-,1011.1,965.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190105:0000,155,2.7,295,12.4,305,0.0,20.3,14.6,50.6,30.0,9.2,-,-,-,-,-,-,1009.0,963.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190106:0000,89,2.8,98,8.8,195,10.0,12.0,11.4,92.9,13.8,11.4,-,-,-,-,-,-,1009.0,962.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190107:0000,344,1.2,140,6.7,171,0.0,13.8,11.9,78.4,21.0,11.2,-,-,-,-,-,-,1014.2,967.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190108:0000,250,1.2,120,9.3,245,2.2,15.3,13.1,76.7,18.2,11.3,-,-,-,-,-,-,1017.1,970.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190109:0000,64,0.6,325,9.3,191,0.2,14.4,12.6,79.9,24.9,11.6,-,-,-,-,-,-,1015.4,968.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190110:0000,111,3.4,102,6.7,212,0.0,14.8,13.6,87.2,18.8,12.8,-,-,-,-,-,-,1010.0,963.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190111:0000,91,0.9,152,8.2,239,2.4,11.9,10.6,84.1,14.2,9.0,-,-,-,-,-,-,1016.8,969.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190112:0000,294,0.8,116,6.2,178,0.0,10.9,10.2,91.1,15.0,9.4,-,-,-,-,-,-,1026.8,979.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190113:0000,160,1.2,214,11.8,188,4.8,11.3,10.4,88.1,20.4,10.8,-,-,-,-,-,-,1010.1,963.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190114:0000,287,3.8,243,10.3,229,0.0,10.8,8.6,72.6,17.9,8.9,-,-,-,-,-,-,1011.2,964.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190115:0000,164,0.9,135,6.7,174,0.0,10.3,9.6,91.1,16.9,9.6,-,-,-,-,-,-,1017.3,969.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190116:0000,158,1.5,128,6.2,158,0.0,10.5,9.5,86.8,23.4,9.9,-,-,-,-,-,-,1015.3,968.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190117:0000,352,0.5,128,7.2,200,0.8,20.1,15.4,58.1,23.8,10.6,-,-,-,-,-,-,1007.0,961.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190118:0000,217,1.5,114,6.2,163,0.4,12.9,11.9,88.3,17.2,12.1,-,-,-,-,-,-,1012.2,965.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190119:0000,7,1.1,280,22.1,451,10.4,15.0,13.7,86.2,26.3,10.5,-,-,-,-,-,-,1004.4,958.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190120:0000,295,4.1,282,22.1,537,0.0,16.4,9.4,33.0,21.3,13.0,-,-,-,-,-,-,1000.8,955.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190121:0000,15,2.5,288,20.6,380,0.0,13.4,11.5,78.4,20.9,10.0,-,-,-,-,-,-,997.8,951.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190122:0000,273,4.1,294,21.1,734,0.0,20.8,13.3,37.9,25.9,7.4,-,-,-,-,-,-,1004.4,959.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190123:0000,285,7.5,307,25.2,349,7.2,24.7,15.9,35.2,26.3,20.3,-,-,-,-,-,-,996.6,952.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190124:0000,197,1.5,132,8.8,206,0.0,10.2,7.1,61.0,17.0,4.4,-,-,-,-,-,-,1013.4,966.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190125:0000,146,1.7,111,7.2,165,0.0,9.8,8.4,81.6,16.8,6.8,-,-,-,-,-,-,1017.4,969.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190126:0000,331,1.1,310,12.9,311,0.0,12.3,10.9,83.7,27.6,9.9,-,-,-,-,-,-,1011.3,964.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190127:0000,39,3.3,273,18.5,191,1.2,14.6,13.5,87.8,21.9,12.3,-,-,-,-,-,-,1007.8,961.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190128:0000,273,3.0,129,10.8,189,0.0,18.2,16.4,82.2,27.6,13.7,-,-,-,-,-,-,1009.3,963.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190129:0000,222,1.6,123,5.1,150,0.0,17.3,14.9,76.0,23.7,15.7,-,-,-,-,-,-,1020.0,973.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190130:0000,265,2.5,143,8.2,217,0.0,20.8,15.4,53.4,31.2,14.4,-,-,-,-,-,-,1019.2,973.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190131:0000,101,0.3,100,5.7,236,0.0,21.5,16.8,59.9,30.7,15.2,-,-,-,-,-,-,1018.5,972.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190201:0000,338,4.5,353,15.4,307,2.0,24.0,14.5,29.9,27.7,18.9,-,-,-,-,-,-,998.5,954.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190202:0000,256,1.5,136,9.3,225,0.0,12.1,9.8,72.5,18.2,7.7,-,-,-,-,-,-,1021.3,974.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190203:0000,151,1.4,124,7.7,203,0.0,13.1,11.2,78.3,21.5,8.9,-,-,-,-,-,-,1023.7,976.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190204:0000,91,1.1,126,8.8,232,0.0,17.1,13.0,60.1,31.3,8.8,-,-,-,-,-,-,1014.6,968.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190205:0000,257,5.0,224,13.4,297,3.4,19.1,11.7,35.6,27.2,9.6,-,-,-,-,-,-,1009.5,963.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190206:0000,149,2.3,113,8.2,217,1.2,8.1,7.5,90.9,11.1,8.1,-,-,-,-,-,-,1025.6,977.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190207:0000,341,0.7,221,7.7,145,0.0,8.8,7.4,81.4,15.6,7.1,-,-,-,-,-,-,1031.1,982.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190208:0000,173,1.1,125,8.8,230,0.0,10.6,9.2,82.1,23.3,6.4,-,-,-,-,-,-,1021.6,974.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190209:0000,2,2.3,207,8.8,249,0.0,19.5,12.9,42.2,27.7,10.8,-,-,-,-,-,-,1011.7,966.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190210:0000,320,1.6,184,8.8,266,0.0,19.0,13.8,53.0,28.9,13.2,-,-,-,-,-,-,1007.5,961.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190211:0000,297,3.1,124,9.3,222,0.0,19.1,12.3,40.4,26.4,14.1,-,-,-,-,-,-,1003.7,958.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190212:0000,295,1.1,130,8.8,237,0.0,18.1,14.3,64.1,24.7,12.5,-,-,-,-,-,-,999.6,954.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190213:0000,302,2.3,139,6.7,221,0.0,15.7,13.3,74.6,24.3,10.7,-,-,-,-,-,-,1010.1,963.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190214:0000,252,2.2,124,8.2,228,11.0,18.7,13.8,55.1,26.3,14.1,-,-,-,-,-,-,1004.8,959.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190215:0000,150,1.9,122,7.7,203,0.4,11.8,11.1,91.7,21.3,11.2,-,-,-,-,-,-,1014.1,967.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190216:0000,44,0.8,96,9.3,183,0.0,9.2,8.1,84.9,16.1,7.8,-,-,-,-,-,-,1016.7,969.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190217:0000,286,1.7,133,8.2,181,0.0,10.6,8.7,76.3,18.8,9.2,-,-,-,-,-,-,1014.2,967.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190218:0000,16,1.1,281,10.8,236,0.0,12.6,10.5,75.7,25.1,7.4,-,-,-,-,-,-,1011.2,964.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190219:0000,272,2.7,7,10.8,306,0.0,19.1,13.9,53.3,27.2,12.7,-,-,-,-,-,-,1007.3,961.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190220:0000,125,2.1,129,9.8,203,0.2,16.1,12.7,65.7,19.7,12.8,-,-,-,-,-,-,1008.8,962.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190221:0000,267,1.9,95,7.2,183,0.6,13.3,11.7,82.0,27.6,10.3,-,-,-,-,-,-,1011.7,965.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190222:0000,7,3.1,125,10.3,228,0.2,17.6,13.9,64.4,17.9,11.5,-,-,-,-,-,-,1003.1,957.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190223:0000,253,0.8,96,11.3,288,19.8,8.5,7.2,82.4,13.4,5.9,-,-,-,-,-,-,1008.7,961.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190224:0000,143,4.4,133,10.3,207,4.6,7.6,6.3,81.4,12.0,7.2,-,-,-,-,-,-,1011.3,963.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190225:0000,285,2.2,122,7.2,163,0.0,6.8,5.4,79.9,15.8,3.4,-,-,-,-,-,-,1025.3,976.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190226:0000,264,2.2,129,6.7,229,0.0,12.6,9.3,62.4,23.3,5.2,-,-,-,-,-,-,1019.4,972.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190227:0000,22,3.2,287,19.0,373,0.0,14.2,9.7,52.0,22.7,12.3,-,-,-,-,-,-,1004.6,958.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190228:0000,231,3.7,52,10.8,306,0.0,9.7,5.2,43.3,15.5,5.3,-,-,-,-,-,-,1023.4,975.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190301:0000,292,3.7,284,7.7,196,0.0,10.7,7.1,55.6,18.7,3.4,-,-,-,-,-,-,1026.3,978.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190302:0000,115,0.9,134,6.7,178,0.4,7.1,6.6,92.8,20.1,4.8,-,-,-,-,-,-,1032.7,984.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190303:0000,349,1.5,133,6.7,195,0.2,10.7,10.1,91.7,24.1,7.1,-,-,-,-,-,-,1030.6,982.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190304:0000,16,1.2,218,13.4,301,0.0,12.3,11.1,85.8,28.4,8.0,-,-,-,-,-,-,1023.6,976.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190305:0000,292,3.8,266,8.8,220,0.0,19.9,12.8,39.2,29.3,12.4,-,-,-,-,-,-,1019.0,973.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190306:0000,287,2.2,85,8.2,217,0.0,18.0,13.8,60.0,28.1,14.8,-,-,-,-,-,-,1018.3,972.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190307:0000,344,2.1,336,12.9,372,21.6,17.6,11.7,44.6,23.1,13.8,-,-,-,-,-,-,1008.2,962.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190308:0000,355,2.2,103,10.3,174,0.0,8.6,7.4,83.2,14.6,8.0,-,-,-,-,-,-,1023.6,975.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190309:0000,237,1.0,105,7.2,170,0.0,9.2,8.4,89.6,18.1,5.8,-,-,-,-,-,-,1021.7,973.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190310:0000,315,0.8,98,6.2,192,1.4,11.6,9.6,75.8,14.8,9.2,-,-,-,-,-,-,1026.0,978.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190311:0000,278,2.7,130,7.7,143,0.0,10.6,9.4,84.1,18.9,10.0,-,-,-,-,-,-,1018.8,971.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190312:0000,301,2.3,188,6.7,217,0.0,17.1,13.5,64.3,27.1,10.5,-,-,-,-,-,-,1011.4,965.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190313:0000,289,3.6,103,13.9,247,5.0,14.1,10.9,65.3,25.3,11.3,-,-,-,-,-,-,1010.1,963.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190314:0000,183,1.4,-,-,178,5.6,8.2,7.7,92.3,10.4,8.1,-,-,-,-,-,-,1024.1,976.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190315:0000,7,1.2,20,2.6,122,1.8,10.3,9.7,92.3,15.9,8.2,-,-,-,-,-,-,1021.2,973.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190316:0000,149,2.1,8,10.8,125,0.2,12.5,11.7,90.7,16.3,10.3,-,-,-,-,-,-,1020.5,973.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190317:0000,61,0.3,115,6.2,149,0.0,11.7,11.1,93.1,17.7,11.4,-,-,-,-,-,-,1030.3,982.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190318:0000,292,2.1,111,6.2,158,0.2,12.0,11.5,93.6,21.2,11.6,-,-,-,-,-,-,1026.3,978.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190319:0000,142,1.2,135,5.1,114,0.0,13.0,12.5,94.3,16.1,11.9,-,-,-,-,-,-,1027.0,979.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190320:0000,278,1.7,114,3.6,107,0.0,13.1,12.4,92.0,16.8,12.8,-,-,-,-,-,-,1026.9,979.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190321:0000,258,2.3,108,5.1,113,0.0,13.8,12.7,87.8,19.7,13.1,-,-,-,-,-,-,1027.4,980.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190322:0000,161,0.7,100,5.7,148,0.2,13.4,12.8,93.2,21.3,13.4,-,-,-,-,-,-,1025.8,978.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190323:0000,290,1.5,138,5.7,153,0.0,11.1,10.6,94.1,18.6,10.2,-,-,-,-,-,-,1024.3,976.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190324:0000,321,2.5,87,7.2,182,0.0,11.9,11.4,93.6,25.1,11.1,-,-,-,-,-,-,1019.8,972.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190325:0000,266,2.8,275,5.7,180,0.4,16.6,13.3,66.4,25.0,11.9,-,-,-,-,-,-,1016.4,970.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190326:0000,261,2.8,331,11.3,303,4.0,17.9,14.3,65.3,27.9,15.6,-,-,-,-,-,-,1004.1,958.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190327:0000,251,1.4,103,13.9,221,3.0,14.4,12.4,78.0,22.1,13.9,-,-,-,-,-,-,1003.5,957.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190328:0000,284,1.9,114,6.7,185,0.2,10.1,9.2,88.4,15.5,9.5,-,-,-,-,-,-,1026.3,978.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190329:0000,260,2.3,113,6.2,160,0.0,8.2,7.3,87.8,16.3,5.6,-,-,-,-,-,-,1030.2,981.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190330:0000,230,2.1,152,5.1,137,0.0,8.5,7.5,86.7,20.0,7.3,-,-,-,-,-,-,1029.1,980.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190331:0000,305,1.4,349,8.8,214,3.8,10.3,9.5,89.8,22.5,8.6,-,-,-,-,-,-,1019.5,972.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190401:0000,287,8.1,287,16.0,453,0.2,19.4,13.8,50.3,21.2,10.4,-,-,-,-,-,-,995.6,950.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190402:0000,318,2.7,267,8.8,220,0.0,4.6,2.6,67.1,13.7,3.0,-,-,-,-,-,-,1021.3,972.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190403:0000,282,3.0,123,6.2,167,0.0,3.8,2.8,82.5,15.0,2.2,-,-,-,-,-,-,1030.5,981.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20190404:0000,205,0.6,93,8.8,253,6.8,5.7,4.2,77.2,17.1,3.3,-,-,-,-,-,-,1022.5,974.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
