Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Fairlie Aws,37255,H40075,-44.03774,170.77051,403,H,Metservice
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Combined Daily Data at 9am local ("Form 301" Extended)
(Note the max temperature, rainfall and radiation have been put back a day as is standard for a Form 301.
Also note that non standard row charges apply. For details search the help on "f301").
Station,Day(Local_Date),WDir(Deg),WSpd(m/s),GustDir(Deg),GustSpd(m/s),WindRun(Km),Rain(mm),Tdry(C),TWet(C),RH(%),Tmax(C),Tmin(C),Tgmin(C),ET05(C),ET10(C),ET20(C),ET30(C),ET100(C),Pmsl(hPa),Pstn(hPa),Sun(Hrs),Rad(MJ/m2),WD_Rel,WS_Rel,WindRun_Rel,Rain_Rel,Tdry_Rel,Twet_Rel,Tmax_Rel,Tmin_Rel,Tgmin_Rel,ET05_Rel,ET10_Rel,ET20_Rel,ET30_Rel,ET100_Rel,Pmsl_Rel,Pstn_Rel,Sun_Rel,Rad_Rel
Fairlie Aws,20210314:0000,294,4.0,90,7.2,229,0.0,15.2,10.2,49.1,25.5,8.3,-,-,-,-,-,-,1018.7,972.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210315:0000,268,2.8,104,8.2,161,0.2,13.4,9.6,57.6,23.9,11.9,-,-,-,-,-,-,1010.8,964.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210316:0000,118,1.7,262,11.3,257,0.0,11.1,10.5,91.9,18.6,9.6,-,-,-,-,-,-,1006.0,959.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210317:0000,341,2.3,105,12.4,300,1.4,8.9,7.1,75.5,19.1,5.9,-,-,-,-,-,-,1020.4,972.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210318:0000,112,2.7,116,5.1,160,0.2,8.2,7.3,87.7,17.4,7.7,-,-,-,-,-,-,1035.2,986.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210319:0000,295,0.9,105,6.2,159,0.8,7.8,6.8,86.0,15.5,5.6,-,-,-,-,-,-,1036.6,987.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210320:0000,148,2.0,85,4.6,156,0.2,9.7,9.1,91.5,16.2,7.9,-,-,-,-,-,-,1034.1,985.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210321:0000,286,2.4,122,7.7,164,0.0,8.5,7.5,86.1,18.6,5.8,-,-,-,-,-,-,1032.0,983.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210322:0000,320,1.4,112,6.2,183,0.0,11.4,10.7,91.6,20.2,8.5,-,-,-,-,-,-,1030.4,982.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210323:0000,307,1.9,87,7.2,193,1.2,12.2,10.0,73.4,23.6,9.1,-,-,-,-,-,-,1024.9,977.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210324:0000,111,0.8,112,5.7,128,1.8,11.0,10.4,92.2,14.7,10.7,-,-,-,-,-,-,1020.7,973.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210325:0000,316,0.6,105,4.1,134,0.0,10.6,10.0,91.8,14.2,10.6,-,-,-,-,-,-,1021.2,973.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210326:0000,153,2.4,314,5.7,211,0.2,9.3,8.2,85.6,26.0,8.2,-,-,-,-,-,-,1019.9,972.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210327:0000,297,3.2,266,6.2,207,0.0,12.9,9.1,57.1,17.2,9.4,-,-,-,-,-,-,1017.9,970.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210328:0000,279,1.9,113,7.7,217,0.0,13.9,10.9,66.7,23.3,11.8,-,-,-,-,-,-,1012.1,965.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210329:0000,295,3.8,133,8.2,166,0.0,13.1,9.5,59.9,23.9,8.2,-,-,-,-,-,-,1009.9,963.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210330:0000,63,0.4,114,5.1,139,0.0,11.7,10.5,85.3,15.5,10.8,-,-,-,-,-,-,1015.5,968.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210331:0000,311,1.4,102,7.7,243,9.0,7.3,6.7,91.4,17.7,6.9,-,-,-,-,-,-,1010.3,962.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210401:0000,220,1.5,82,6.7,150,0.2,6.9,6.2,89.4,20.3,6.9,-,-,-,-,-,-,1020.2,972.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210402:0000,280,3.5,96,14.9,216,3.6,20.3,13.3,40.7,20.6,6.9,-,-,-,-,-,-,1006.1,960.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210403:0000,266,2.3,329,5.7,249,0.2,5.3,4.3,84.6,20.2,3.8,-,-,-,-,-,-,1022.0,973.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210404:0000,352,7.0,265,32.4,1064,0.0,19.0,11.1,31.0,25.4,5.3,-,-,-,-,-,-,1004.5,959.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210405:0000,294,6.4,286,21.6,390,0.0,22.1,13.3,30.9,24.4,18.7,-,-,-,-,-,-,1003.9,959.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210406:0000,219,1.6,282,6.2,205,0.0,10.1,8.1,74.7,22.0,6.9,-,-,-,-,-,-,1018.0,970.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210407:0000,111,1.3,279,5.7,173,0.0,10.6,9.0,79.6,15.4,6.3,-,-,-,-,-,-,1022.4,974.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210408:0000,284,2.3,267,6.7,238,0.0,14.1,9.4,49.5,19.9,3.5,-,-,-,-,-,-,1017.0,970.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210409:0000,264,2.0,76,6.2,161,5.6,14.3,8.6,40.9,21.7,7.8,-,-,-,-,-,-,1011.3,964.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210410:0000,300,0.8,321,10.8,198,4.2,9.9,9.1,89.6,16.6,9.6,-,-,-,-,-,-,1001.0,954.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210411:0000,193,3.5,284,6.7,191,0.0,13.3,10.2,64.7,21.7,9.8,-,-,-,-,-,-,1000.3,954.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210412:0000,295,2.1,26,8.2,206,1.2,9.1,7.7,80.5,17.1,6.9,-,-,-,-,-,-,1007.9,960.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210413:0000,284,3.0,348,16.0,200,1.0,11.3,9.3,75.5,14.0,9.1,-,-,-,-,-,-,1000.8,954.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210414:0000,240,4.2,255,10.3,213,0.0,12.6,8.5,53.0,16.1,7.8,-,-,-,-,-,-,1004.5,958.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210415:0000,275,1.3,131,5.1,244,0.0,9.1,7.9,84.4,18.1,7.7,-,-,-,-,-,-,1001.6,954.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210416:0000,299,6.1,278,19.0,238,0.0,14.9,9.7,46.7,17.6,5.9,-,-,-,-,-,-,997.5,951.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210417:0000,279,2.3,152,5.7,196,0.0,7.3,5.6,75.7,12.8,3.5,-,-,-,-,-,-,1012.5,964.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210418:0000,306,2.0,288,9.8,236,0.0,7.9,5.4,65.8,19.8,2.1,-,-,-,-,-,-,1011.2,963.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210419:0000,270,2.3,353,7.2,240,0.0,14.3,9.4,48.2,21.9,8.0,-,-,-,-,-,-,1011.2,964.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210420:0000,260,3.7,272,6.7,169,0.0,9.4,6.1,57.3,19.1,6.5,-,-,-,-,-,-,1013.9,966.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210421:0000,301,2.1,98,7.2,205,0.0,9.5,7.1,68.1,17.8,6.0,-,-,-,-,-,-,1005.5,958.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210422:0000,238,2.0,301,5.1,191,0.0,5.0,4.4,90.6,18.2,3.0,-,-,-,-,-,-,1008.3,960.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210423:0000,216,1.9,293,8.2,229,0.0,13.2,9.4,58.0,18.3,5.1,-,-,-,-,-,-,1002.2,956.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210424:0000,263,1.6,92,5.7,158,0.0,9.5,6.5,61.2,13.8,5.7,-,-,-,-,-,-,1007.7,960.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210425:0000,295,2.7,289,17.0,348,0.0,5.8,3.9,71.3,16.2,2.8,-,-,-,-,-,-,1003.8,956.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210426:0000,318,2.9,300,13.4,226,0.0,6.1,2.7,49.4,15.9,0.8,-,-,-,-,-,-,1003.6,956.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210427:0000,301,1.8,242,8.8,233,0.0,3.6,2.5,80.9,10.4,1.8,-,-,-,-,-,-,1011.1,962.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210428:0000,286,3.9,293,9.8,294,0.0,3.9,2.0,67.8,16.0,-0.9,-,-,-,-,-,-,1017.5,969.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210429:0000,298,3.4,212,6.7,253,0.0,10.9,7.0,53.3,19.9,4.0,-,-,-,-,-,-,1018.9,971.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210430:0000,264,4.4,312,10.3,181,1.4,17.6,10.5,34.5,17.9,8.1,-,-,-,-,-,-,1020.2,973.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210501:0000,304,1.4,133,4.6,248,0.0,7.6,6.8,89.0,14.1,6.7,-,-,-,-,-,-,1034.0,985.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210502:0000,295,5.3,277,7.7,305,0.0,8.8,5.1,51.4,17.6,2.2,-,-,-,-,-,-,1032.0,983.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210503:0000,234,1.6,288,6.2,203,0.0,7.8,4.2,50.0,17.6,4.5,-,-,-,-,-,-,1028.0,979.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210504:0000,52,1.7,310,7.7,231,0.0,8.8,4.7,46.0,20.0,4.0,-,-,-,-,-,-,1016.3,968.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210505:0000,46,2.7,235,9.3,253,0.0,10.1,7.5,67.4,22.2,7.1,-,-,-,-,-,-,1021.6,973.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210506:0000,309,2.6,293,5.1,136,0.0,6.4,4.4,70.4,15.2,3.9,-,-,-,-,-,-,1031.4,982.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210507:0000,263,2.3,263,4.6,151,0.0,7.3,5.8,78.5,15.2,5.0,-,-,-,-,-,-,1035.3,986.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210508:0000,270,2.5,275,5.7,181,0.0,11.0,7.7,60.4,15.5,6.3,-,-,-,-,-,-,1025.7,978.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210509:0000,292,2.6,267,6.2,155,1.4,12.9,10.1,67.5,20.6,9.1,-,-,-,-,-,-,1010.6,963.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210510:0000,329,2.6,289,5.7,224,2.4,9.2,8.4,89.2,18.8,8.1,-,-,-,-,-,-,1018.3,970.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210511:0000,257,4.3,104,10.8,295,11.4,13.5,11.9,81.5,18.6,9.3,-,-,-,-,-,-,1006.0,959.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210512:0000,222,2.4,91,8.2,171,0.0,3.6,2.6,83.2,8.9,1.8,-,-,-,-,-,-,1030.2,981.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210513:0000,307,2.2,270,4.1,184,0.2,0.5,-0.9,73.0,8.6,-1.5,-,-,-,-,-,-,1031.9,982.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210514:0000,262,2.5,111,6.2,179,0.0,1.8,0.3,73.2,14.1,-1.7,-,-,-,-,-,-,1015.4,966.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210515:0000,323,5.5,293,12.4,182,0.0,12.8,8.1,47.4,15.9,1.9,-,-,-,-,-,-,995.0,949.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210516:0000,82,1.0,287,5.1,214,0.0,5.2,4.2,83.8,11.4,3.5,-,-,-,-,-,-,1007.7,959.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210517:0000,266,3.5,270,7.2,266,0.6,5.7,2.5,51.6,16.4,3.5,-,-,-,-,-,-,1001.9,954.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210518:0000,235,6.0,282,18.0,351,0.0,3.4,1.0,59.8,11.8,3.4,-,-,-,-,-,-,995.7,948.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210519:0000,291,2.4,192,8.2,201,0.0,6.2,3.5,60.3,17.7,3.4,-,-,-,-,-,-,1007.1,959.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210520:0000,281,3.0,282,5.7,183,0.0,6.0,4.4,75.0,17.0,3.5,-,-,-,-,-,-,1021.9,973.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210521:0000,-,-,83,11.3,205,0.0,-,-,-,13.2,4.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210522:0000,280,3.3,279,6.2,232,0.2,4.6,2.6,68.1,13.0,0.3,-,-,-,-,-,-,1025.8,977.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210523:0000,270,3.6,259,5.1,197,0.6,5.7,2.9,57.3,14.0,3.4,-,-,-,-,-,-,1023.9,975.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210524:0000,60,0.9,107,5.7,165,0.0,5.7,4.8,85.7,7.9,1.7,-,-,-,-,-,-,1032.2,983.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210525:0000,285,2.7,268,4.6,264,0.2,-0.4,-1.2,84.4,8.8,-1.1,-,-,-,-,-,-,1035.2,985.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210526:0000,272,4.3,272,10.3,322,0.0,4.7,1.3,46.8,13.2,-0.4,-,-,-,-,-,-,1027.5,978.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210527:0000,265,3.9,276,7.2,202,0.0,5.3,1.7,44.9,13.7,3.9,-,-,-,-,-,-,1012.0,964.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210528:0000,276,1.9,129,4.6,145,29.0,4.8,2.2,59.6,8.9,3.2,-,-,-,-,-,-,999.7,952.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210529:0000,266,3.5,119,11.8,350,73.6,3.7,3.0,87.4,8.9,3.6,-,-,-,-,-,-,1000.5,952.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210530:0000,153,6.7,153,14.4,352,51.6,8.9,8.1,88.6,9.3,3.7,-,-,-,-,-,-,998.0,951.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210531:0000,274,3.1,-,-,-,2.0,7.3,5.9,80.2,10.2,7.1,-,-,-,-,-,-,1001.3,954.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210601:0000,122,1.1,-,-,142,0.2,5.5,4.9,90.2,8.4,5.5,-,-,-,-,-,-,1011.0,963.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210602:0000,290,2.6,261,6.7,228,0.0,2.6,1.9,87.4,14.6,0.7,-,-,-,-,-,-,1013.9,965.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210603:0000,272,3.7,283,6.7,203,0.0,6.9,3.8,56.2,14.1,2.6,-,-,-,-,-,-,1020.5,972.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210604:0000,309,2.7,268,5.7,219,0.0,7.9,4.8,57.9,16.0,4.6,-,-,-,-,-,-,1018.3,970.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210605:0000,328,1.9,302,14.4,270,6.0,11.8,7.2,46.2,18.5,5.1,-,-,-,-,-,-,1007.1,960.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210606:0000,135,3.3,97,6.2,122,0.6,6.4,5.8,91.4,8.0,6.4,-,-,-,-,-,-,1015.6,967.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210607:0000,55,0.6,331,3.6,114,0.8,6.1,5.5,90.8,8.0,4.5,-,-,-,-,-,-,1022.8,974.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210608:0000,152,2.4,271,5.1,154,0.2,3.2,2.7,91.3,10.5,1.7,-,-,-,-,-,-,1025.4,976.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210609:0000,271,4.5,278,8.2,307,0.0,5.3,3.9,78.1,12.3,1.4,-,-,-,-,-,-,1025.8,977.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210610:0000,268,3.0,124,9.3,205,0.2,6.0,3.6,63.5,15.6,5.0,-,-,-,-,-,-,1027.1,978.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210611:0000,254,1.4,290,6.2,295,0.2,3.0,2.5,91.1,11.8,1.9,-,-,-,-,-,-,1033.5,984.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210612:0000,257,4.3,273,7.7,339,0.0,3.6,2.2,76.9,9.7,3.0,-,-,-,-,-,-,1033.4,984.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210613:0000,280,2.7,270,7.7,184,3.6,9.6,7.2,69.1,13.4,3.6,-,-,-,-,-,-,1015.4,967.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210614:0000,288,1.7,279,5.1,182,0.0,7.5,6.9,91.3,11.8,7.5,-,-,-,-,-,-,1011.8,964.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210615:0000,359,2.9,264,6.2,156,0.2,9.8,6.9,63.0,15.6,5.9,-,-,-,-,-,-,1006.5,959.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210616:0000,284,0.9,103,4.1,127,0.8,6.7,6.1,91.5,11.7,5.8,-,-,-,-,-,-,1010.1,962.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210617:0000,197,1.4,336,6.7,169,10.2,5.7,5.1,89.9,6.3,4.4,-,-,-,-,-,-,1012.2,964.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210618:0000,288,1.3,116,4.6,113,0.0,2.9,2.3,88.5,5.7,2.7,-,-,-,-,-,-,1021.8,972.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210619:0000,321,0.7,311,3.6,138,0.0,1.7,1.0,86.6,6.3,1.3,-,-,-,-,-,-,1022.5,973.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210620:0000,272,2.9,265,6.2,201,10.2,3.6,2.9,88.0,6.5,1.5,-,-,-,-,-,-,1017.5,968.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210621:0000,-,-,-,-,264,0.2,4.6,4.1,92.0,8.9,3.6,-,-,-,-,-,-,1019.6,971.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210622:0000,303,3.5,268,11.3,233,0.0,5.3,3.1,66.2,9.1,0.9,-,-,-,-,-,-,1018.9,970.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210623:0000,235,2.1,275,6.2,187,0.0,2.7,1.1,72.3,7.3,1.2,-,-,-,-,-,-,1026.8,977.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210624:0000,280,3.2,256,5.7,221,0.0,6.2,3.4,57.8,12.8,1.2,-,-,-,-,-,-,1020.9,972.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210625:0000,276,3.4,354,20.6,248,0.0,8.4,5.5,60.4,19.2,5.2,-,-,-,-,-,-,1010.5,963.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210626:0000,27,1.6,246,4.6,157,0.0,5.8,5.1,89.6,12.1,5.2,-,-,-,-,-,-,1013.3,965.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210627:0000,293,2.2,267,14.4,281,2.6,5.1,3.2,70.6,13.7,2.6,-,-,-,-,-,-,1006.1,958.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210628:0000,272,5.2,234,17.0,507,0.0,7.8,3.5,41.1,8.5,4.7,-,-,-,-,-,-,999.0,952.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210629:0000,213,5.9,242,16.0,496,0.0,2.6,-0.3,52.7,9.7,0.3,-,-,-,-,-,-,1025.1,976.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210630:0000,318,4.4,8,16.0,247,0.0,8.5,4.3,44.2,11.8,2.5,-,-,-,-,-,-,1029.8,981.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210701:0000,65,1.4,286,5.1,150,0.0,1.4,-0.2,72.0,9.0,0.0,-,-,-,-,-,-,1036.9,987.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210702:0000,11,1.9,264,4.1,159,0.2,0.8,-0.6,73.5,8.8,-0.5,-,-,-,-,-,-,1038.4,988.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210703:0000,264,3.2,269,5.7,264,0.0,2.5,0.1,57.3,11.6,-0.2,-,-,-,-,-,-,1037.3,987.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210704:0000,260,4.9,264,7.2,353,0.0,3.3,0.3,49.0,12.3,1.4,-,-,-,-,-,-,1037.4,987.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210705:0000,249,4.8,272,9.8,270,0.0,12.1,4.8,19.9,17.0,3.1,-,-,-,-,-,-,1021.6,974.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210706:0000,160,3.4,317,24.7,366,19.0,14.9,8.3,33.3,17.7,3.7,-,-,-,-,-,-,1002.4,956.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210707:0000,225,3.9,257,11.3,194,0.0,5.9,3.7,66.9,7.0,4.7,-,-,-,-,-,-,1004.4,956.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
